id du trajet : 23;date du trajet : 10/02/2021;trajet habituel : 5.8;trajet avec pilote : 2.58;gain de CO2 : 3.23;entite : SCO.SE;famille metier : Animation et Processus;domaine : Accompagnement
id du trajet : 37;date du trajet : 10/02/2021;trajet habituel : 245.02;trajet avec pilote : 2.58;gain de CO2 : 242.45;entite : SCO.SE;famille metier : Animation et Processus;domaine : Accompagnement
id du trajet : 111;date du trajet : 16/04/2022;trajet habituel : 11.6;trajet avec pilote : 0.37;gain de CO2 : 11.23;entite : SCO.SE;famille metier : Animation et Processus;domaine : Accompagnement
id du trajet : 112;date du trajet : 16/04/2023;trajet habituel : 11.6;trajet avec pilote : 0.38;gain de CO2 : 11,23;entite : SCO.SE;famille metier : Animation et Processus;domaine : Accompagnement
